timestamp,scrip_code,company_name,quarter,filename,status,note
2026-03-26T14:48:18.199207,532978,BAJAJ FINSERV LTD.,June 2021,,failed,
2026-03-26T14:48:26.851446,500114,TITAN COMPANY LIMITED,December 2025,,failed,
2026-03-26T14:48:28.184227,500114,TITAN COMPANY LIMITED,December 2025,,failed,
2026-03-26T14:48:29.623712,500114,TITAN COMPANY LIMITED,December 2025,,failed,
2026-03-26T14:48:30.435015,500114,TITAN COMPANY LIMITED,December 2025,,failed,
2026-03-26T14:48:31.748781,500114,TITAN COMPANY LIMITED,September 2025,,failed,
2026-03-26T14:48:33.115253,500114,TITAN COMPANY LIMITED,June 2025,,failed,
2026-03-26T14:48:34.120835,500114,TITAN COMPANY LIMITED,March 2025,,failed,
2026-03-26T14:48:35.866130,500114,TITAN COMPANY LIMITED,March 2025,,failed,
2026-03-26T14:48:37.111602,500114,TITAN COMPANY LIMITED,March 2025,,failed,
2026-03-26T14:48:38.032999,500114,TITAN COMPANY LIMITED,March 2025,,failed,
2026-03-26T14:48:38.879206,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:40.289862,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:41.250513,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:42.110323,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:42.965396,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:44.053245,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:45.512747,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:46.600163,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:47.436037,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:48.489884,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:49.320522,500114,TITAN COMPANY LIMITED,December 2024,,failed,
2026-03-26T14:48:50.338310,500114,TITAN COMPANY LIMITED,December 2024,,failed,
